id,monster_name,description,element,growth_type,base_model_path,part_head,part_back,part_tail,palette_index,scale_x,scale_y,scale_z,base_max_hp,base_max_mp,base_attack,base_defense,base_magic,base_speed,hunger_rate,energy_rate,favorite_food,evolution_ids,evolution_level
202,マリンピクシーロード,【第2形態】マリンピクシーロード。古代より伝わるマリンの力を宿すモンスター。,2,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,1,1.2,1.2,1.2,100,69,38,31,48,35,0.98,0.9,2,302,30
203,フォレストポロンキング,【第2形態】フォレストポロンキング。古代より伝わるフォレストの力を宿すモンスター。,3,2,res://assets/models/bases/base_floating.tscn,,,,2,1.21,1.21,1.21,112,52,42,43,43,31,1.01,1.14,3,303,30
204,ボルトケルベエンペラー,【第2形態】ボルトケルベエンペラー。古代より伝わるボルトの力を宿すモンスター。,4,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,11,1.19,1.19,1.19,100,57,44,35,36,45,0.82,1.02,0,304,30
205,ゴーレムドラコオメガ,【第2形態】ゴーレムドラコオメガ。古代より伝わるゴーレムの力を宿すモンスター。,5,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,4,1.19,1.19,1.19,100,53,44,49,40,28,0.85,0.84,1,305,30
206,ゲイルホーンプライム,【第2形態】ゲイルホーンプライム。古代より伝わるゲイルの力を宿すモンスター。,6,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,5,1.19,1.19,1.19,101,60,47,32,39,43,0.96,0.82,2,306,30
207,シャインモグス,【第2形態】シャインモグス。古代より伝わるシャインの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,,,,14,1.16,1.16,1.16,107,57,45,41,48,35,0.86,1.17,3,307,30
208,カオスバードル,【第2形態】カオスバードル。古代より伝わるカオスの力を宿すモンスター。,8,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,7,1.19,1.19,1.19,102,61,50,35,51,31,0.99,0.81,0,308,30
209,バーングリフドン,【第2形態】バーングリフドン。古代より伝わるバーンの力を宿すモンスター。,1,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,0,1.19,1.19,1.19,97,58,52,30,43,31,1.19,1.11,1,309,30
210,ハイドロタイガーゴン,【第2形態】ハイドロタイガーゴン。古代より伝わるハイドロの力を宿すモンスター。,2,0,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,9,1.22,1.22,1.22,105,65,38,37,44,35,1.05,1.05,2,310,30
211,シルフガルザー,【第2形態】シルフガルザー。古代より伝わるシルフの力を宿すモンスター。,3,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,2,1.23,1.23,1.23,114,55,38,37,39,27,0.98,0.97,3,311,30
212,ライトニリッチキッド,【第2形態】ライトニリッチキッド。古代より伝わるライトニの力を宿すモンスター。,4,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,3,1.19,1.19,1.19,99,58,45,30,38,47,0.88,0.93,0,312,30
213,アースコブラロード,【第2形態】アースコブラロード。古代より伝わるアースの力を宿すモンスター。,5,0,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,12,1.21,1.21,1.21,104,58,43,44,43,35,0.94,0.94,1,313,30
214,エアロコロキング,【第2形態】エアロコロキング。古代より伝わるエアロの力を宿すモンスター。,6,1,res://assets/models/bases/base_biped.tscn,,,,5,1.22,1.22,1.22,107,56,49,33,39,39,1.02,0.89,2,314,30
215,ルミナスワイバーンエンペラー,【第2形態】ルミナスワイバーンエンペラー。古代より伝わるルミナスの力を宿すモンスター。,7,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,6,1.24,1.24,1.24,100,56,41,41,51,34,0.94,1.17,3,315,30
216,ネクロビーストオメガ,【第2形態】ネクロビーストオメガ。古代より伝わるネクロの力を宿すモンスター。,8,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,15,1.22,1.22,1.22,100,56,47,36,50,32,1.18,1.12,0,316,30
217,サラマンタートルプライム,【第2形態】サラマンタートルプライム。古代より伝わるサラマンの力を宿すモンスター。,1,1,res://assets/models/bases/base_quadruped.tscn,,,,0,1.18,1.18,1.18,100,53,53,37,40,34,0.89,1.13,1,317,30
218,リヴァイナイトス,【第2形態】リヴァイナイトス。古代より伝わるリヴァイの力を宿すモンスター。,2,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,1,1.18,1.18,1.18,104,66,40,31,45,30,0.82,1.16,2,318,30
219,ウッドクロウル,【第2形態】ウッドクロウル。古代より伝わるウッドの力を宿すモンスター。,3,0,res://assets/models/bases/base_biped.tscn,,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,10,1.18,1.18,1.18,115,52,39,42,41,34,0.84,1.11,3,319,30
220,スパークノッコドン,【第2形態】スパークノッコドン。古代より伝わるスパークの力を宿すモンスター。,4,1,res://assets/models/bases/base_biped.tscn,,,,3,1.16,1.16,1.16,104,54,44,37,43,42,1.1,0.91,0,320,30
221,クエイクフェアリーゴン,【第2形態】クエイクフェアリーゴン。古代より伝わるクエイクの力を宿すモンスター。,5,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,4,1.18,1.18,1.18,96,53,41,42,38,33,1.15,0.87,1,321,30
222,ストームパピーザー,【第2形態】ストームパピーザー。古代より伝わるストームの力を宿すモンスター。,6,0,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,13,1.23,1.23,1.23,102,59,44,34,36,35,0.92,1.04,2,322,30
223,セラフケルベキッド,【第2形態】セラフケルベキッド。古代より伝わるセラフの力を宿すモンスター。,7,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,6,1.23,1.23,1.23,101,56,45,41,48,35,0.99,0.88,3,323,30
224,アビスドラコロード,【第2形態】アビスドラコロード。古代より伝わるアビスの力を宿すモンスター。,8,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,7,1.17,1.17,1.17,98,59,50,32,44,32,1.12,1.03,0,324,30
225,クリムゾンホーンキング,【第2形態】クリムゾンホーンキング。古代より伝わるクリムゾンの力を宿すモンスター。,1,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,8,1.22,1.22,1.22,98,61,54,36,41,28,0.96,0.84,1,325,30
226,タイダルモグエンペラー,【第2形態】タイダルモグエンペラー。古代より伝わるタイダルの力を宿すモンスター。,2,1,res://assets/models/bases/base_biped.tscn,,,,1,1.24,1.24,1.24,103,67,41,30,46,33,0.89,1.1,2,326,30
227,ブルームバードオメガ,【第2形態】ブルームバードオメガ。古代より伝わるブルームの力を宿すモンスター。,3,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,2,1.24,1.24,1.24,116,61,38,40,41,30,0.82,0.85,3,327,30
228,エレクトラポロンプライム,【第2形態】エレクトラポロンプライム。古代より伝わるエレクトラの力を宿すモンスター。,4,0,res://assets/models/bases/base_floating.tscn,,,,11,1.18,1.18,1.18,102,60,42,31,40,44,1.05,0.89,0,328,30
229,グランベアス,【第2形態】グランベアス。古代より伝わるグランの力を宿すモンスター。,5,1,res://assets/models/bases/base_quadruped.tscn,,,,4,1.17,1.17,1.17,98,59,43,48,43,35,1.12,1.13,1,329,30
230,ゼファーモコル,【第2形態】ゼファーモコル。古代より伝わるゼファーの力を宿すモンスター。,6,2,res://assets/models/bases/base_quadruped.tscn,,,,5,1.22,1.22,1.22,106,61,43,37,41,36,1.17,0.84,2,330,30
231,オーラゴブドン,【第2形態】オーラゴブドン。古代より伝わるオーラの力を宿すモンスター。,7,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,14,1.23,1.23,1.23,104,55,40,36,51,35,0.98,1.07,3,331,30
232,ファントムダイナゴン,【第2形態】ファントムダイナゴン。古代より伝わるファントムの力を宿すモンスター。,8,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,7,1.22,1.22,1.22,103,53,53,30,51,29,1.01,0.98,0,332,30
233,ヴォルカバットザー,【第2形態】ヴォルカバットザー。古代より伝わるヴォルカの力を宿すモンスター。,1,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_dragon.tscn,,0,1.16,1.16,1.16,103,56,48,36,40,27,1.1,1.03,1,333,30
234,オーシャンペガサスキッド,【第2形態】オーシャンペガサスキッド。古代より伝わるオーシャンの力を宿すモンスター。,2,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,9,1.16,1.16,1.16,101,63,38,31,49,27,0.91,0.87,2,334,30
235,ドリアードビーストロード,【第2形態】ドリアードビーストロード。古代より伝わるドリアードの力を宿すモンスター。,3,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,2,1.17,1.17,1.17,122,58,43,42,43,33,0.95,1.07,3,335,30
236,ライデンタートルキング,【第2形態】ライデンタートルキング。古代より伝わるライデンの力を宿すモンスター。,4,2,res://assets/models/bases/base_quadruped.tscn,,,,3,1.21,1.21,1.21,104,54,43,31,38,47,0.96,0.85,0,336,30
237,ストーンナイトエンペラー,【第2形態】ストーンナイトエンペラー。古代より伝わるストーンの力を宿すモンスター。,5,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,12,1.24,1.24,1.24,96,52,42,49,42,35,0.95,0.89,1,337,30
238,テンペストクロウオメガ,【第2形態】テンペストクロウオメガ。古代より伝わるテンペストの力を宿すモンスター。,6,1,res://assets/models/bases/base_biped.tscn,,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,5,1.2,1.2,1.2,98,56,45,31,36,41,1.05,1.17,2,338,30
239,グローリーノッコプライム,【第2形態】グローリーノッコプライム。古代より伝わるグローリーの力を宿すモンスター。,7,2,res://assets/models/bases/base_biped.tscn,,,,6,1.23,1.23,1.23,99,55,39,35,46,34,1.04,1.08,3,339,30
240,ノワールワイバーンス,【第2形態】ノワールワイバーンス。古代より伝わるノワールの力を宿すモンスター。,8,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,15,1.16,1.16,1.16,107,52,52,37,47,35,0.89,1.15,0,340,30
241,ヒートフォックスル,【第2形態】ヒートフォックスル。古代より伝わるヒートの力を宿すモンスター。,1,1,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,0,1.16,1.16,1.16,104,56,51,35,41,30,0.92,0.86,1,341,30
242,フロストキマイラドン,【第2形態】フロストキマイラドン。古代より伝わるフロストの力を宿すモンスター。,2,2,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,1,1.21,1.21,1.21,99,68,42,34,42,35,1.18,1.15,2,342,30
243,モスレクスゴン,【第2形態】モスレクスゴン。古代より伝わるモスの力を宿すモンスター。,3,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,10,1.23,1.23,1.23,122,58,45,36,41,33,1.11,0.93,3,343,30
244,プラズマファングザー,【第2形態】プラズマファングザー。古代より伝わるプラズマの力を宿すモンスター。,4,1,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,3,1.19,1.19,1.19,98,56,44,32,43,42,1.14,0.92,0,344,30
245,テラタモキッド,【第2形態】テラタモキッド。古代より伝わるテラの力を宿すモンスター。,5,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,4,1.22,1.22,1.22,108,59,38,48,42,35,1.01,0.96,1,345,30
246,ファルコンピクシーロード,【第2形態】ファルコンピクシーロード。古代より伝わるファルコンの力を宿すモンスター。,6,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,13,1.18,1.18,1.18,101,53,49,35,37,43,1.09,0.88,2,346,30
247,セレスポロンキング,【第2形態】セレスポロンキング。古代より伝わるセレスの力を宿すモンスター。,7,1,res://assets/models/bases/base_floating.tscn,,,,6,1.18,1.18,1.18,106,61,38,35,49,35,0.89,0.88,3,347,30
248,ドゥームベアエンペラー,【第2形態】ドゥームベアエンペラー。古代より伝わるドゥームの力を宿すモンスター。,8,2,res://assets/models/bases/base_quadruped.tscn,,,,7,1.23,1.23,1.23,100,52,49,33,45,34,1.17,1.08,0,348,30
249,イグニスモコオメガ,【第2形態】イグニスモコオメガ。古代より伝わるイグニスの力を宿すモンスター。,1,0,res://assets/models/bases/base_quadruped.tscn,,,,8,1.22,1.22,1.22,102,55,53,34,42,34,1.01,0.94,1,349,30
250,シレーヌゴブプライム,【第2形態】シレーヌゴブプライム。古代より伝わるシレーヌの力を宿すモンスター。,2,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,1,1.18,1.18,1.18,104,69,45,31,49,32,1.17,0.95,2,350,30
251,トレントダイナス,【第2形態】トレントダイナス。古代より伝わるトレントの力を宿すモンスター。,3,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,2,1.19,1.19,1.19,121,55,40,36,40,35,1.17,1.03,3,351,30
252,ジゴワットバードル,【第2形態】ジゴワットバードル。古代より伝わるジゴワットの力を宿すモンスター。,4,0,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,11,1.19,1.19,1.19,98,55,43,33,42,42,1.0,1.06,0,352,30
253,バサルトグリフドン,【第2形態】バサルトグリフドン。古代より伝わるバサルトの力を宿すモンスター。,5,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,4,1.21,1.21,1.21,100,59,45,49,38,32,0.87,1.09,1,353,30
254,スカイタイガーゴン,【第2形態】スカイタイガーゴン。古代より伝わるスカイの力を宿すモンスター。,6,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,5,1.2,1.2,1.2,104,52,42,31,36,35,0.96,1.14,2,354,30
255,ソレイユガルザー,【第2形態】ソレイユガルザー。古代より伝わるソレイユの力を宿すモンスター。,7,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,14,1.18,1.18,1.18,107,54,38,37,53,32,0.82,1.06,3,355,30
256,シャドウリッチキッド,【第2形態】シャドウリッチキッド。古代より伝わるシャドウの力を宿すモンスター。,8,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,7,1.23,1.23,1.23,103,59,46,30,50,27,0.81,1.09,0,356,30
257,フレイムコブラロード,【第2形態】フレイムコブラロード。古代より伝わるフレイムの力を宿すモンスター。,1,2,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,0,1.2,1.2,1.2,100,52,54,32,37,28,1.01,0.9,1,357,30
258,アクアコロキング,【第2形態】アクアコロキング。古代より伝わるアクアの力を宿すモンスター。,2,0,res://assets/models/bases/base_biped.tscn,,,,9,1.21,1.21,1.21,100,67,42,36,43,32,1.18,0.98,2,358,30
259,リーフワイバーンエンペラー,【第2形態】リーフワイバーンエンペラー。古代より伝わるリーフの力を宿すモンスター。,3,1,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,2,1.18,1.18,1.18,123,55,42,37,36,28,0.96,0.95,3,359,30
260,サンダーフォックスオメガ,【第2形態】サンダーフォックスオメガ。古代より伝わるサンダーの力を宿すモンスター。,4,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,3,1.2,1.2,1.2,106,52,40,31,43,45,1.06,0.93,0,360,30
261,ガイアキマイラプライム,【第2形態】ガイアキマイラプライム。古代より伝わるガイアの力を宿すモンスター。,5,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,12,1.24,1.24,1.24,97,60,38,45,39,34,0.91,1.17,1,361,30
262,ウインドレクスス,【第2形態】ウインドレクスス。古代より伝わるウインドの力を宿すモンスター。,6,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.21,1.21,1.21,100,60,42,32,41,35,1.18,1.03,2,362,30
263,ホーリーファングル,【第2形態】ホーリーファングル。古代より伝わるホーリーの力を宿すモンスター。,7,2,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,6,1.22,1.22,1.22,107,58,39,38,48,30,1.03,1.14,3,363,30
264,ダークノッコドン,【第2形態】ダークノッコドン。古代より伝わるダークの力を宿すモンスター。,8,0,res://assets/models/bases/base_biped.tscn,,,,15,1.21,1.21,1.21,104,57,52,32,45,35,1.1,0.94,0,364,30
265,マグマフェアリーゴン,【第2形態】マグマフェアリーゴン。古代より伝わるマグマの力を宿すモンスター。,1,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,0,1.17,1.17,1.17,99,53,53,36,41,27,1.05,1.11,1,365,30
266,マリンパピーザー,【第2形態】マリンパピーザー。古代より伝わるマリンの力を宿すモンスター。,2,2,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,1,1.2,1.2,1.2,99,67,44,36,44,33,0.83,1.05,2,366,30
267,フォレストケルベキッド,【第2形態】フォレストケルベキッド。古代より伝わるフォレストの力を宿すモンスター。,3,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,10,1.22,1.22,1.22,123,53,39,40,38,33,1.08,1.05,3,367,30
268,ボルトドラコロード,【第2形態】ボルトドラコロード。古代より伝わるボルトの力を宿すモンスター。,4,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,3,1.22,1.22,1.22,101,57,39,31,36,43,0.98,1.1,0,368,30
269,ゴーレムホーンキング,【第2形態】ゴーレムホーンキング。古代より伝わるゴーレムの力を宿すモンスター。,5,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,,4,1.17,1.17,1.17,97,54,44,49,42,28,0.81,0.94,1,369,30
270,ゲイルモグエンペラー,【第2形態】ゲイルモグエンペラー。古代より伝わるゲイルの力を宿すモンスター。,6,0,res://assets/models/bases/base_biped.tscn,,,,13,1.17,1.17,1.17,105,57,48,30,40,41,0.96,0.83,2,370,30
271,シャインバードオメガ,【第2形態】シャインバードオメガ。古代より伝わるシャインの力を宿すモンスター。,7,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,6,1.23,1.23,1.23,99,61,40,40,48,29,0.91,0.91,3,371,30
272,カオスグリフプライム,【第2形態】カオスグリフプライム。古代より伝わるカオスの力を宿すモンスター。,8,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,7,1.17,1.17,1.17,98,58,50,36,48,34,1.11,0.94,0,372,30
273,バーンタイガース,【第2形態】バーンタイガース。古代より伝わるバーンの力を宿すモンスター。,1,0,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,8,1.24,1.24,1.24,107,59,51,37,37,29,0.92,1.18,1,373,30
274,ハイドロガルル,【第2形態】ハイドロガルル。古代より伝わるハイドロの力を宿すモンスター。,2,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horn_single.tscn,,res://assets/models/parts/tail_spike.tscn,1,1.19,1.19,1.19,105,68,43,37,47,33,1.13,1.14,2,374,30
275,シルフリッチドン,【第2形態】シルフリッチドン。古代より伝わるシルフの力を宿すモンスター。,3,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,2,1.24,1.24,1.24,114,56,43,39,43,32,0.87,0.96,3,375,30
276,ライトニダイナゴン,【第2形態】ライトニダイナゴン。古代より伝わるライトニの力を宿すモンスター。,4,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,11,1.19,1.19,1.19,107,59,41,35,42,43,1.13,0.96,0,376,30
277,アースバットザー,【第2形態】アースバットザー。古代より伝わるアースの力を宿すモンスター。,5,1,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_dragon.tscn,,4,1.17,1.17,1.17,105,55,40,42,43,30,0.98,0.92,1,377,30
278,エアロペガサスキッド,【第2形態】エアロペガサスキッド。古代より伝わるエアロの力を宿すモンスター。,6,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,5,1.22,1.22,1.22,108,58,49,32,40,38,0.9,0.86,2,378,30
279,ルミナスビーストロード,【第2形態】ルミナスビーストロード。古代より伝わるルミナスの力を宿すモンスター。,7,0,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,14,1.19,1.19,1.19,102,53,45,41,52,35,1.0,1.17,3,379,30
280,ネクロタートルキング,【第2形態】ネクロタートルキング。古代より伝わるネクロの力を宿すモンスター。,8,1,res://assets/models/bases/base_quadruped.tscn,,,,7,1.22,1.22,1.22,104,52,51,31,45,30,1.06,0.94,0,380,30
281,サラマンナイトエンペラー,【第2形態】サラマンナイトエンペラー。古代より伝わるサラマンの力を宿すモンスター。,1,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,0,1.21,1.21,1.21,96,61,54,35,42,28,0.8,0.9,1,381,30
282,リヴァイクロウオメガ,【第2形態】リヴァイクロウオメガ。古代より伝わるリヴァイの力を宿すモンスター。,2,0,res://assets/models/bases/base_biped.tscn,,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,9,1.2,1.2,1.2,104,70,41,37,47,33,0.99,1.07,2,382,30
283,ウッドノッコプライム,【第2形態】ウッドノッコプライム。古代より伝わるウッドの力を宿すモンスター。,3,1,res://assets/models/bases/base_biped.tscn,,,,2,1.22,1.22,1.22,114,57,38,43,37,31,0.97,1.18,3,383,30
284,スパークフェアリース,【第2形態】スパークフェアリース。古代より伝わるスパークの力を宿すモンスター。,4,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_angel.tscn,,3,1.17,1.17,1.17,107,54,43,34,41,46,1.11,1.01,0,384,30
285,クエイクパピール,【第2形態】クエイクパピール。古代より伝わるクエイクの力を宿すモンスター。,5,0,res://assets/models/bases/base_quadruped.tscn,,,res://assets/models/parts/tail_spike.tscn,12,1.19,1.19,1.19,97,59,45,47,37,31,0.82,1.08,1,385,30
286,ストームケルベドン,【第2形態】ストームケルベドン。古代より伝わるストームの力を宿すモンスター。,6,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,5,1.16,1.16,1.16,101,53,44,33,38,43,0.86,1.02,2,386,30
287,セラフドラコゴン,【第2形態】セラフドラコゴン。古代より伝わるセラフの力を宿すモンスター。,7,2,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,res://assets/models/parts/wings_dragon.tscn,res://assets/models/parts/tail_spike.tscn,6,1.24,1.24,1.24,99,58,40,36,52,33,0.81,1.05,3,387,30
288,アビスファングザー,【第2形態】アビスファングザー。古代より伝わるアビスの力を宿すモンスター。,8,0,res://assets/models/bases/base_biped.tscn,,,res://assets/models/parts/tail_spike.tscn,15,1.18,1.18,1.18,105,58,52,30,47,30,0.91,1.08,0,388,30
289,クリムゾンタモキッド,【第2形態】クリムゾンタモキッド。古代より伝わるクリムゾンの力を宿すモンスター。,1,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/crown.tscn,,,0,1.22,1.22,1.22,105,53,50,35,41,30,0.98,0.9,1,389,30
290,タイダルピクシーロード,【第2形態】タイダルピクシーロード。古代より伝わるタイダルの力を宿すモンスター。,2,2,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/crown.tscn,res://assets/models/parts/wings_angel.tscn,,1,1.23,1.23,1.23,104,67,44,36,43,32,0.94,0.98,2,390,30
291,ブルームポロンキング,【第2形態】ブルームポロンキング。古代より伝わるブルームの力を宿すモンスター。,3,0,res://assets/models/bases/base_floating.tscn,,,,10,1.17,1.17,1.17,122,56,39,38,41,28,0.9,0.85,3,391,30
292,エレクトラベアエンペラー,【第2形態】エレクトラベアエンペラー。古代より伝わるエレクトラの力を宿すモンスター。,4,1,res://assets/models/bases/base_quadruped.tscn,,,,3,1.19,1.19,1.19,98,60,44,36,38,45,0.97,0.99,0,392,30
293,グランモコオメガ,【第2形態】グランモコオメガ。古代より伝わるグランの力を宿すモンスター。,5,2,res://assets/models/bases/base_quadruped.tscn,,,,4,1.2,1.2,1.2,106,54,40,49,40,29,0.87,1.14,1,393,30
294,ゼファーゴブプライム,【第2形態】ゼファーゴブプライム。古代より伝わるゼファーの力を宿すモンスター。,6,0,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horn_single.tscn,,,13,1.21,1.21,1.21,101,52,49,32,39,41,1.19,1.0,2,394,30
295,オーラダイナス,【第2形態】オーラダイナス。古代より伝わるオーラの力を宿すモンスター。,7,1,res://assets/models/bases/base_biped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,6,1.2,1.2,1.2,106,59,44,41,53,29,0.83,0.81,3,395,30
296,ファントムバットル,【第2形態】ファントムバットル。古代より伝わるファントムの力を宿すモンスター。,8,2,res://assets/models/bases/base_floating.tscn,,res://assets/models/parts/wings_dragon.tscn,,7,1.22,1.22,1.22,100,52,50,33,48,29,1.11,1.03,0,396,30
297,ヴォルカペガサスドン,【第2形態】ヴォルカペガサスドン。古代より伝わるヴォルカの力を宿すモンスター。,1,0,res://assets/models/bases/base_floating.tscn,res://assets/models/parts/horn_single.tscn,res://assets/models/parts/wings_angel.tscn,res://assets/models/parts/tail_spike.tscn,8,1.22,1.22,1.22,103,60,49,31,40,35,1.13,0.95,1,397,30
298,オーシャンビーストゴン,【第2形態】オーシャンビーストゴン。古代より伝わるオーシャンの力を宿すモンスター。,2,1,res://assets/models/bases/base_quadruped.tscn,res://assets/models/parts/horns_dual.tscn,,res://assets/models/parts/tail_spike.tscn,1,1.23,1.23,1.23,96,69,41,36,43,30,0.92,1.2,2,398,30
